Category,Generator,pid,lat,lon,Capacity_MW,ISO,State,EIA Plant ID,EIA Gen ID,coord_source,cluster_id,cluster_centroid_lat,cluster_centroid_lon,cluster_capacity_mw,Azimuth Angle,Tilt Angle,DC Net Capacity (MW),array_type,module_type,dc_ac_ratio
PV_SUN,Washington St Community Solar Farm #3 (1035),s613,43.172,-77.844,2.5,NYISO,NY,62473,1035,original,2169,43.1675,-77.8501,9.2,180,25,3.4,0,0,1.36
PV_SUN,Washington St Community Solar Farm #4 (1034),s614,43.175,-77.849,2.5,NYISO,NY,62471,1034,original,2169,43.1675,-77.8501,9.2,180,25,3.4,0,0,1.36
PV_SUN,Washingtonville(CSG) (WAS),s615,41.424,-74.167,2,NYISO,NY,64562,WAS,original,1458,41.429451,-74.19796,9,25, ,2.8,2,0,1.4
PV_SUN,West Creek Solar (10995),s616,42.192559,-76.25935,5,NYISO,NY,66233,10995,original,2064,42.15838633,-76.27845,15,180,25,6.9,0,0,1.38
PV_SUN,West Shore Solar LLC (WS),s617,41.80327,-73.96494,2.4,NYISO,NY,66761,WS,original,677,41.76664,-73.89767,14.4,,,,,,
PV_SUN,West Valley East (WVE),s618,42.4436,-78.6321,5,NYISO,NY,62738,WVE,original,2194,42.446125,-78.64205,20,180,25,5.1,0,0,1.02
PV_SUN,West Valley Solar (WVS1),s619,42.449,-78.652,5,NYISO,NY,66065,WVS1,original,2194,42.446125,-78.64205,20,195,20,7.5,0,0,1.5
PV_SUN,West Valley Solar (WVS2),s620,42.449,-78.652,5,NYISO,NY,66065,WVS2,original,2194,42.446125,-78.64205,20,195,20,7.5,0,0,1.5
PV_SUN,West Valley West (WVW),s621,42.4429,-78.6321,5,NYISO,NY,62737,WVW,original,2194,42.446125,-78.64205,20,180,25,5.1,0,0,1.02
PV_SUN,Westerlo NY 1 (8175A),s622,42.4382,-74.0159,2,NYISO,NY,63858,8175A,original,648,42.43779267,-74.04252333,18,180,25,2.8,0,0,1.4
PV_SUN,Westtown CSG (WT),s623,41.345,-74.561,2,NYISO,NY,62764,WT,original,6,41.3455746,-74.53455667,27.8,180,20,2.8,0,0,1.4
PV_SUN,Westtown NY 2 (8175D),s624,41.3455,-74.5238,2,NYISO,NY,63856,8175D,original,6,41.3455746,-74.53455667,27.8,180,25,2.8,0,0,1.4
PV_SUN,Wheatland 2A Solar (10971),s625,43.017211,-77.7987,4.5,NYISO,NY,66234,10971,original,2204,43.01794833,-77.76804667,14,180,66,5.9,2,0,1.311111111
PV_SUN,Wheatland 2B Solar (10961),s626,43.015501,-77.79864,4.5,NYISO,NY,66235,10961,original,2204,43.01794833,-77.76804667,14,180,66,5.9,2,0,1.311111111
PV_SUN,White Plains RFP Shapham Place (4075),s627,42.95,-75.52,1.2,NYISO,NY,67745,4075,iso,53,42.94982585,-75.51932041,2741.1,219,5,1.5,0,0,1.25
PV_SUN,White Plains_RFP-Gedney Way Landfill (4072C),s628,42.95,-75.52,0.5,NYISO,NY,67275,4072C,iso,53,42.94982585,-75.51932041,2741.1,183,3,0.6,0,0,1.2
PV_SUN,White Plains_RFP-Gedney Way Landfill (4072G),s629,42.95,-75.52,1.5,NYISO,NY,67275,4072G,iso,53,42.94982585,-75.51932041,2741.1,190,2,1.7,0,0,1.133333333
PV_SUN,Whittier (300),s630,43.15,-77.8614,2,NYISO,NY,63408,300,original,2169,43.1675,-77.8501,9.2,0,55,2.6,2,,1.3
PV_SUN,Wildflower Way Solar (10982),s631,42.358381,-77.30423,5,NYISO,NY,66236,10982,original,2219,42.358381,-77.30423,5,180,25,7,0,0,1.4
PV_SUN,Williams Rd (WLMRD),s632,43.204,-78.943,4,NYISO,NY,64725,WLMRD,original,1530,43.1845,-78.927475,19,0,25,5.9,0,0,1.475
PV_SUN,Williamson (100),s633,43.1401,-77.0908,2,NYISO,NY,63409,100,original,2224,43.1401,-77.0908,2,0,55,2.8,2,0,1.4
PV_SUN,Wolcott Hill (Camden) (SC),s634,42.95,-75.52,5,NYISO,NY,67426,SC,iso,53,42.94982585,-75.51932041,2741.1,180,52,6.9,2,0,1.38
PV_SUN,Woodoak Drive Community Solar Farm CSG (175),s635,41.594,-75.027,2,NYISO,NY,62479,175,original,2244,41.594,-75.027,2,185,25,2.7,0,0,1.35
PV_SUN,Yellow Mills Rd #1 Community Solar Farm (1142),s636,43.017848,-77.26049,2.3,NYISO,NY,62517,1142,original,2254,43.01652267,-77.26068667,6.9,180,25,2.6,0,0,1.130434783
PV_SUN,Yellow Mills Rd #2 Community Solar Farm (1181),s637,43.016419,-77.26091,2.3,NYISO,NY,62518,1181,original,2254,43.01652267,-77.26068667,6.9,180,25,2.7,0,0,1.173913043
PV_SUN,Yellow Mills Rd #3 Community Solar Farm (1244),s638,43.015301,-77.26066,2.3,NYISO,NY,62519,1244,original,2254,43.01652267,-77.26068667,6.9,180,25,2.6,0,0,1.130434783
